id,ticker,financialGroup,displayName,createdAt,updatedAt
245,GRSEL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:32.365,2025-10-19 22:30:02.083
246,GRTHO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:33.808,2025-10-19 22:30:03.426
247,GSDDE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:35.419,2025-10-19 22:30:05.158
248,GSDHO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:36.86,2025-10-19 22:30:06.672
249,GSRAY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:38.314,2025-10-19 22:30:08.105
250,GUBRF,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:39.718,2025-10-19 22:30:09.1
251,GUNDG,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:41.347,2025-10-19 22:30:10.467
252,GWIND,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:42.88,2025-10-19 22:30:11.887
253,GZNMI,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:44.343,2025-10-19 22:30:13.318
254,HALKB,UFRS_K,Konsolide UFRS,2025-10-19 20:07:45.803,2025-10-19 22:30:14.862
255,HATEK,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:47.22,2025-10-19 22:30:16.347
256,HATSN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:48.937,2025-10-19 22:30:17.825
257,HDFGS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:50.523,2025-10-19 22:30:19.251
258,HEDEF,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:51.922,2025-10-19 22:30:20.651
259,HEKTS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:53.354,2025-10-19 22:30:22.05
260,HKTM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:54.772,2025-10-19 22:30:23.555
261,HLGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:56.218,2025-10-19 22:30:25
262,HOROZ,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:57.699,2025-10-19 22:30:26.51
263,HRKET,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:07:59.36,2025-10-19 22:30:27.594
264,HTTBT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:00.835,2025-10-19 22:30:29.013
265,HUBVC,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:02.448,2025-10-19 22:30:30.426
266,HUNER,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:03.914,2025-10-19 22:30:31.839
267,HURGZ,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:05.633,2025-10-19 22:30:33.243
268,ICBCT,UFRS_K,Konsolide UFRS,2025-10-19 20:08:07.274,2025-10-19 22:30:34.733
269,ICUGS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:08.755,2025-10-19 22:30:36.17
270,IDGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:10.164,2025-10-19 22:30:37.464
271,IEYHO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:11.623,2025-10-19 22:30:38.832
272,IHAAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:13.033,2025-10-19 22:30:40.265
273,IHEVA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:14.449,2025-10-19 22:30:41.683
274,IHGZT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:15.828,2025-10-19 22:30:43.09
275,IHLAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:17.269,2025-10-19 22:30:44.462
276,IHLGM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:18.667,2025-10-19 22:30:45.884
277,IHYAY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:20.096,2025-10-19 22:30:47.241
278,IMASM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:21.191,2025-10-19 22:30:48.594
279,INDES,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:22.623,2025-10-19 22:30:50.194
280,INFO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:24.069,2025-10-19 22:30:51.62
281,INGRM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:25.73,2025-10-19 22:30:52.973
282,INTEK,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:27.081,2025-10-19 22:30:54.273
283,INTEM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:28.49,2025-10-19 22:30:55.667
284,INVEO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:29.959,2025-10-19 22:30:57.055
285,INVES,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:31.379,2025-10-19 22:30:58.41
286,IPEKE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:32.818,2025-10-19 22:30:59.794
287,ISATR,UFRS_K,Konsolide UFRS,2025-10-19 20:08:34.275,2025-10-19 22:31:01.265
288,ISBIR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:35.677,2025-10-19 22:31:02.693
289,ISBTR,UFRS_K,Konsolide UFRS,2025-10-19 20:08:37.117,2025-10-19 22:31:04.125
290,ISCTR,UFRS_K,Konsolide UFRS,2025-10-19 20:08:38.732,2025-10-19 22:31:05.147
291,ISDMR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:40.133,2025-10-19 22:31:06.475
292,ISFIN,XI_29K,Seri XI No:29 Konsolide,2025-10-19 20:08:41.64,2025-10-19 22:31:07.912
293,ISGSY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:43.163,2025-10-19 22:31:09.324
294,ISGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:44.847,2025-10-19 22:31:10.776
295,ISKPL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:46.265,2025-10-19 22:31:12.176
296,ISMEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:49.047,2025-10-19 22:31:14.798
297,ISSEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:50.575,2025-10-19 22:31:16.206
298,ISYAT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:52.105,2025-10-19 22:31:17.63
299,IZENR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:53.514,2025-10-19 22:31:19.073
300,IZFAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:55.001,2025-10-19 22:31:20.436
301,IZINV,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:56.431,2025-10-19 22:31:21.832
302,IZMDC,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:57.979,2025-10-19 22:31:23.142
303,JANTS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:08:59.543,2025-10-19 22:31:24.5
304,KAPLM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:01.003,2025-10-19 22:31:25.95
305,KAREL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:02.412,2025-10-19 22:31:27.327
306,KARSN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:03.802,2025-10-19 22:31:28.785
307,KARTN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:05.239,2025-10-19 22:31:30.354
308,KATMR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:06.707,2025-10-19 22:31:31.769
309,KAYSE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:08.139,2025-10-19 22:31:33.202
310,KBORU,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:09.566,2025-10-19 22:31:34.627
311,KCAER,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:10.95,2025-10-19 22:31:35.973
312,KCHOL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:12.445,2025-10-19 22:31:37.942
313,KENT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:13.884,2025-10-19 22:31:39.468
314,KERVN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:15.285,2025-10-19 22:31:40.883
315,KFEIN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:16.698,2025-10-19 22:31:42.311
316,KGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:18.138,2025-10-19 22:31:43.752
317,KIMMR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:19.606,2025-10-19 22:31:45.219
318,KLGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:21.255,2025-10-19 22:31:46.591
319,KLKIM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:22.667,2025-10-19 22:31:48.026
320,KLMSN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:09:24.165,2025-10-19 22:31:49.403
